startphrase,ending1,ending2,labels,qid
The hockey player be a gazelle . ,The hockey player be sloppy . ,The hockey player be careful . ,1,1288
He shin like the star ,He shin brightly . ,He be dull and do not shine at all . ,0,1290
He shin like the dirt ,He shin brightly . ,He be dull and do not shine at all . ,1,1290
She be as hot as the sun ,She be hot ,She be not hot but cold . ,0,1291
She be as hot as a popsicle ,She be hot ,She be not hot but cold . ,1,1291
The dog have the softness of a feather duster ,The dog be soft ,The dog be not soft ,0,1293
The dog have the softness of an asteroid ,The dog be soft ,The dog be not soft ,1,1293
The review indicate that the product quality be that of A broken down car on the freeway ,The product quality be poor ,The product quality be excellent ,0,1296
The review indicate that the product quality be that of The most robust product ever ,The product quality be poor ,The product quality be excellent ,1,1296
Life be a wonderful walk ,Life be enjoyable ,Life be hard ,0,1298
Life be an arduous trek ,Life be enjoyable ,Life be hard ,1,1298
Life be a dumpster fire . ,Life be trash . ,Life be wonderful . ,0,1303
Life be a butterfly . ,Life be trash . ,Life be wonderful . ,1,1303
The poker game have stake as high as the sun ,The poker game be high stake . ,The poker game be low stake . ,0,1309
The poker game have stake as high as the floor ,The poker game be high stake . ,The poker game be low stake . ,1,1309
Love in marriage be the cherry on top of the sundae ,love in marriage be the best finishing touch ,love in marriage be an unpleasant surprise that ruin it ,0,1315
Love in marriage be the worm inside the pretty apple ,love in marriage be the best finishing touch ,love in marriage be an unpleasant surprise that ruin it ,1,1315
Your first love be an icy road ,your first love be dangerous and hard to navigate ,your first love be comfortable and comfort ,0,1316
Your first love be a warm blanket ,your first love be dangerous and hard to navigate ,your first love be comfortable and comfort ,1,1316
divorce be a rainbow after a storm ,divorce be something surprisingly good after something devastate ,divorce be the feeling of fail ,0,1317
divorce be a sinking ship ,divorce be something surprisingly good after something devastate ,divorce be the feeling of fail ,1,1317
The book be as interesting as a theme park ,The book be interest ,The book be bore ,0,1318
The book be as interesting as wet paint ,The book be interest ,The book be bore ,1,1318
The song be as delicious as a decadent chocolate ,The song be excellent ,The song be horrible ,0,1319
The song be as delicious as vomit ,The song be excellent ,The song be horrible ,1,1319
The boy be as tire as a marathon winner ,The boy be exhaust . ,The boy be not tire at all . ,0,1325
The boy be as tire as the Energizer Bunny ,The boy be exhaust . ,The boy be not tire at all . ,1,1325
The corporate hierarchy be as flat as the Grand Canyon ,The corporate hierarchy be alive and well . ,The corporate hierarchy be nonexistent . ,0,1327
The corporate hierarchy be as flat as notebook paper ,The corporate hierarchy be alive and well . ,The corporate hierarchy be nonexistent . ,1,1327
He get the vision of an eagle . ,He have extremely good vision . ,He can barely see . ,0,1329
He get the vision of a blind bat . ,He have extremely good vision . ,He can barely see . ,1,1329
She get strength of a gorilla . ,She very strong . ,She not strong at all . ,0,1330
She get strength of a baby mouse . ,She very strong . ,She not strong at all . ,1,1330
Her banana bread be as moist as pudding ,Her banana bread be very moist ,Her banana bread be very dry ,0,1336
Her banana bread be as moist as leather ,Her banana bread be very moist ,Her banana bread be very dry ,1,1336
That car move like a snail ,The car be slow ,The car be fast ,0,1339
That car move like a rocket ,The car be slow ,The car be fast ,1,1339
The melody sound like a child first learn to play the piano . ,The melody be simplistic and randomly throw together . ,The melody be complex beautiful and have the feel of a classic work of art . ,0,1341
The melody sound like a Chopin concerto . ,The melody be simplistic and randomly throw together . ,The melody be complex beautiful and have the feel of a classic work of art . ,1,1341
The mattress have the comfort of a knife . ,The mattress be too hard . ,The mattress be warm and cozy . ,0,1343
The mattress have the comfort of a hot tub . ,The mattress be too hard . ,The mattress be warm and cozy . ,1,1343
The wind chime have the tone of fingernail on a blackboard . ,The wind chime sound harsh . ,The wind chime sound pleasing . ,0,1344
The wind chime have the tone of child laugh . ,The wind chime sound harsh . ,The wind chime sound pleasing . ,1,1344
The bake sale have enough cupcake to fill the depth of an Olympic swimming pool ,The bake sale have a ton of cupcake . ,The bake sale do not have many cupcake . ,0,1347
The bake sale have enough cupcake to fill the depth of a thimble ,The bake sale have a ton of cupcake . ,The bake sale do not have many cupcake . ,1,1347
He get the smart of a rocket scientist . ,He very smart . ,He very dumb . ,0,1348
He get the smart of a jellyfish . ,He very smart . ,He very dumb . ,1,1348
That steak knife cut like a scalpel . ,The knife be very sharp . ,The knife be not sharp at all . ,0,1349
That steak knife cut like a spoon . ,The knife be very sharp . ,The knife be not sharp at all . ,1,1349
He as sharp as a razor . ,He very smart and quick . ,He not smart . ,0,1350
He as sharp as a butter knife . ,He very smart and quick . ,He not smart . ,1,1350
The shoelace have the stringiness of a Japanese ghost hair ,The shoelace be quite stringy ,The shoelace be stiff ,0,1351
The shoelace have the stringiness of a petrified tree branch ,The shoelace be quite stringy ,The shoelace be stiff ,1,1351
She dance like a fairy ,she dance well ,she dance poorly ,0,1353
She dance like a turtle ,she dance well ,she dance poorly ,1,1353
He dress as sharp as a knife ,He dress well ,He dress poorly ,0,1355
He dress as sharp as a crayon ,He dress well ,He dress poorly ,1,1355
The coffee be the temperature of fire ,The coffee be burn hot ,The coffee be very cold ,0,1357
The coffee be the temperature of ice ,The coffee be burn hot ,The coffee be very cold ,1,1357
The enemy be scary like Freddy Krueger ,The enemy be scary ,The enemy be not scary ,0,1364
The enemy be scary like Snow White ,The enemy be scary ,The enemy be not scary ,1,1364
The singer have the range of the Himalayas ,The singer have a wide vocal range ,The singer have a narrow poor range ,0,1369
The singer have the range of a mound of sand ,The singer have a wide vocal range ,The singer have a narrow poor range ,1,1369
The Actor have the appeal of A rainbow ,The actor have a beautiful attractive countenance ,The actor have an uninteresting look ,0,1370
The Actor have the appeal of stink bug ,The actor have a beautiful attractive countenance ,The actor have an uninteresting look ,1,1370
He get the patience of an elementary school teacher . ,He really patient . ,He not patient at all . ,0,1373
He get the patience of a hungry shark . ,He really patient . ,He not patient at all . ,1,1373
The meaning of the essay be as straightforward as a billboard headline ,The essay meaning be totally clear . ,The essay meaning be very abstract . ,0,1383
The meaning of the essay be as straightforward as a Rothko painting ,The essay meaning be totally clear . ,The essay meaning be very abstract . ,1,1383
The situation be as sticky as maple syrup ,The situation be hard to get out of . ,The situation be not very messy . ,0,1384
The situation be as sticky as water ,The situation be hard to get out of . ,The situation be not very messy . ,1,1384
The room have the feeling of a pristine forest . ,The room be serene . ,The room be chaotic . ,0,1385
The room have the feeling of a rock concert . ,The room be serene . ,The room be chaotic . ,1,1385
John be as motivate as a man run from the gallows . ,John be really motivate . ,John be not motivate at all . ,0,1390
John be as motivate as a worker with no pay . ,John be really motivate . ,John be not motivate at all . ,1,1390
The crate hold the the weight of an elephant rid a whale ,The crate can hold a lot of weight ,The crate be not capable of handle much weight ,0,1392
The crate hold the the weight of a drop of water ,The crate can hold a lot of weight ,The crate be not capable of handle much weight ,1,1392
People I help on Mturk be as grateful as hungry swine ,Requesters be not grateful . ,Requesters be grateful . ,0,1394
People I help on Mturk be as grateful as a fed pup ,Requesters be not grateful . ,Requesters be grateful . ,1,1394
His critical thinking skill be like cotton candy . ,He have no critical thinking skill . ,He have great critical thinking skill . ,0,1399
His critical thinking skill be a finely tuned machine . ,He have no critical thinking skill . ,He have great critical thinking skill . ,1,1399
These pancake taste a lot like cement before it harden . ,The pancake be undercooked . ,The pancake be light and fluffy . ,0,1400
These pancake taste like cumulous cloud ! ,The pancake be undercooked . ,The pancake be light and fluffy . ,1,1400
The book have the depth of A mud puddle ,The book be simplistic ,The book be profound ,0,1401
The book have the depth of The Mariana Trench ,The book be simplistic ,The book be profound ,1,1401
Her dress be as fancy as a king crown . ,Her dress be very showy . ,Her dress be very plain . ,0,1405
Her dress be as fancy as a paper bag ,Her dress be very showy . ,Her dress be very plain . ,1,1405
The motor sound as ready as a die man . ,The motor be on its last leg . ,The motor be ready to go and will last a long time . ,0,1408
The motor sound as ready as a marathon runner . ,The motor be on its last leg . ,The motor be ready to go and will last a long time . ,1,1408
She as tall as a giraffe ,She very tall ,She very small ,0,1412
She as tall as a mouse ,She very tall ,She very small ,1,1412
My bed be a giant marshmellow . ,My bed be soft . ,My bed be hard . ,0,1414
My bed be a brick . ,My bed be soft . ,My bed be hard . ,1,1414
You 're as smart as a brick wall ,you be not very smart ,you be very smart ,0,1415
You 're as smart as a genius ,you be not very smart ,you be very smart ,1,1415
This place have all the charm of a murder scene ,This place be terrible ,This place be full of wonder . ,0,1421
This place have all the charm of a an enchanted forest ,This place be terrible ,This place be full of wonder . ,1,1421
Listening to that performance be like slam my finger in the car door ,listen to that performance be a horrible experience ,listen to that performance be a wonderful experience ,0,1423
Listening to that performance be like ascend to paradise ,listen to that performance be a horrible experience ,listen to that performance be a wonderful experience ,1,1423
Her demeanor be as cold as ice ,She be standoffish ,She be friendly ,0,1428
Her demeanor be as warm as the sun ,She be standoffish ,She be friendly ,1,1428
The wind have the bite of a shark ,The wind be cold . ,The wind be warm and soothing . ,0,1430
The wind have the caress of a lover ,The wind be cold . ,The wind be warm and soothing . ,1,1430
The hole be as deep as a cavern ,The hole be deep ,The hole be shallow ,0,1433
The hole be as deep as a a puddle ,The hole be deep ,The hole be shallow ,1,1433
The smell of a baby be that of the interior of a new car . ,The smell of a baby be of freshness . ,The smell of a baby be quite stinky . ,0,1447
The smell of a baby be that of a roadside dumpster . ,The smell of a baby be of freshness . ,The smell of a baby be quite stinky . ,1,1447
The woman be as smart as a whip ,The woman be extremely smart . ,The woman wasnt smart at all . ,0,1448
The woman be as smart as a newborn baby . ,The woman be extremely smart . ,The woman wasnt smart at all . ,1,1448
My comprehension be that of an ant studying physic ,My comprehension be nil ,My comprehension be vast ,0,1457
My comprehension be that of a supercomputer ,My comprehension be nil ,My comprehension be vast ,1,1457
The fire burn for as long as the world turn ,The fire burn for a long time ,The fire burn out quickly ,0,1458
The fire burn for the time it take to sing the ABCs ,The fire burn for a long time ,The fire burn out quickly ,1,1458
The space between them be a chasm . ,They be distant from one another . ,They be very close . ,0,1459
The space between them be a thread . ,They be distant from one another . ,They be very close . ,1,1459
The song have the energy of a lightning bolt to the brain . ,The song be full of power . ,The song be ordinary and dull . ,0,1463
The song have the energy of a dog lapping water . ,The song be full of power . ,The song be ordinary and dull . ,1,1463
The budget be as tight as Spandex ,The budget be very tight . ,The budget be not tight at all . ,0,1470
The budget be as tight as a pair of extra large sweatpants ,The budget be very tight . ,The budget be not tight at all . ,1,1470
Her labor be as easy as eat chocolate cake . ,The labor be actually really easy . ,The labor be extremely difficult and painful . ,0,1473
Her labor be as easy as roll on flame coal . ,The labor be actually really easy . ,The labor be extremely difficult and painful . ,1,1473
When take the test she felt like a nuclear physicist . ,She felt very smart while take the test . ,She felt very stupid while take the test . ,0,1474
When take the test she felt like a two month old . ,She felt very smart while take the test . ,She felt very stupid while take the test . ,1,1474
That writer prose be city smog ,That writer prose be difficult and unpleasant to process ,That writer prose be simple and pleasant to process ,0,1476
That writer prose be homemade pie ,That writer prose be difficult and unpleasant to process ,That writer prose be simple and pleasant to process ,1,1476
My oppurtunities be like window slam shut ,I have no option ,My option be wide open ,0,1478
My oppurtunities be like window wide open ,I have no option ,My option be wide open ,1,1478
Her voice be like a banshee . ,Her voice be loud . ,Her voice be soft . ,0,1479
Her voice be like a songbird . ,Her voice be loud . ,Her voice be soft . ,1,1479
The girl be as intelligent as a NASA astronomer ,The girl be wildly intelligent . ,The girl be totally dumb . ,0,1480
The girl be as intelligent as an illiterate person ,The girl be wildly intelligent . ,The girl be totally dumb . ,1,1480
Joes new outfit have him feel like a million buck ,The outfit make Joe feel good ,The outfit make Joe feel bad ,0,1484
Joes new outfit have him feel like an ant ,The outfit make Joe feel good ,The outfit make Joe feel bad ,1,1484
Product placement ad be as subtle as a tuba accompany a piccolo ,ad be abrasive ,ad be sly ,0,1485
Product placement ad be as subtle as British wit ,ad be abrasive ,ad be sly ,1,1485
The road be a minefield ,There be many obstacle in the road ,The road be smooth flat and open ,0,1489
The road be a runway ,There be many obstacle in the road ,The road be smooth flat and open ,1,1489
The dog have the patience of the sea ,The dog can wait a long time ,The dog can not wait ,0,1490
The dog have the patience of an infant ,The dog can wait a long time ,The dog can not wait ,1,1490
Jeremy take to soccer like a fish take to water . ,Jeremy be really good at soccer . ,Jeremy be really bad at soccer . ,0,1495
Jeremy take to soccer like a fish take to land . ,Jeremy be really good at soccer . ,Jeremy be really bad at soccer . ,1,1495
Your cat be friendly as a teddy bear . ,The cat be lovable and friendly . ,The cat be vicious and scary . ,0,1496
Your cat be friendly as a velociraptor . ,The cat be lovable and friendly . ,The cat be vicious and scary . ,1,1496
The necklace be a star . ,The necklace be shin . ,The necklace be dull . ,0,1499
The necklace be a mud pie . ,The necklace be shin . ,The necklace be dull . ,1,1499
The man have the eye of a bat ,The man ca not see anything . ,The man have clear sharp vision . ,0,1505
The man have the eye of a sniper ,The man ca not see anything . ,The man have clear sharp vision . ,1,1505
The man have the patience of a baby ,The man be short temper . ,The man be have a large amount of patience . ,0,1506
The man have the patience of a god ,The man be short temper . ,The man be have a large amount of patience . ,1,1506
The light have the shine of a black hole ,The light be very dim . ,The light be shin brightly . ,0,1507
The light have the shine of a flashing neon sign ,The light be very dim . ,The light be shin brightly . ,1,1507
The conference be as fun as a carnival ,The conference be fun to attend . ,The conference be bore . ,0,1511
The conference be as fun as a math lecture ,The conference be fun to attend . ,The conference be bore . ,1,1511
He have the authority of Joseph Stalin . ,He be too harsh and have a lot of authority . ,He have not authority . ,0,1519
He have the authority of a puppy dog . ,He be too harsh and have a lot of authority . ,He have not authority . ,1,1519
Her ego be a hot air balloon . ,She have a huge ego . ,She do not have a huge ego . ,0,1520
Her ego be a popped balloon . ,She have a huge ego . ,She do not have a huge ego . ,1,1520
He have the emotional intelligence of a rock ,He completely lack empathy and emotional consideration for others . ,He be conscious of other people problem and reach out constantly to help them . ,0,1525
He have the emotional intelligence of Dr. Phil ,He completely lack empathy and emotional consideration for others . ,He be conscious of other people problem and reach out constantly to help them . ,1,1525
The monitor have the brightness of the sun ,The monitor be bright ,The monitor be dark ,0,1527
The monitor have the brightness of a cave ,The monitor be bright ,The monitor be dark ,1,1527
The speaker have the loudness of a concert ,The speaker be loud ,The speaker be quiet ,0,1528
The speaker have the loudness of a whisper ,The speaker be loud ,The speaker be quiet ,1,1528
The room have the space of an auditorium ,The room be large ,The room be small ,0,1529
The room have the space of a closet ,The room be large ,The room be small ,1,1529
The apartment complex be as old as the Great Pyramids ,The apartment complex be very old . ,The apartment complex be very new . ,0,1535
The apartment complex be as old as a just bear baby ,The apartment complex be very old . ,The apartment complex be very new . ,1,1535
The prototype run as smooth as a car fresh off the lot ,The prototype be smooth . ,The prototype be rough and not smooth . ,0,1537
The prototype run as smooth as a car fresh off the garbage dump ,The prototype be smooth . ,The prototype be rough and not smooth . ,1,1537
I find the book to be as interesting as the most amazing magic trick in the world ,I find the book to be very interesting ,I find the book to be very boring ,0,1546
I find the book to be as interesting as a rote scientific lecture ,I find the book to be very interesting ,I find the book to be very boring ,1,1546
This food as healthy as medicine ,The food be very healthy ,The food be very unhealthy ,0,1550
This food as healthy as toxic waste ,The food be very healthy ,The food be very unhealthy ,1,1550
The mainstream news medium have the credibility of A drunken convict ,The mainstream news medium can not be believe ,The mainstream news medium be credible ,0,1553
The mainstream news medium have the credibility of A model citizen ,The mainstream news medium can not be believe ,The mainstream news medium be credible ,1,1553
The health of the patient be that of A wilt flower ,The patient be not healthy ,The patient be very healthy ,0,1555
The health of the patient be that of A strong horse in his prime ,The patient be not healthy ,The patient be very healthy ,1,1555
He be as playful as a puppy ,He be very playful ,He be not playful at all ,0,1558
He be as playful as a rock ,He be very playful ,He be not playful at all ,1,1558
Today temperature be like a typical day on Mercury . ,Today be very hot . ,Today be extremely cool . ,0,1562
Today temperature be what would expect living in a refrigerator . ,Today be very hot . ,Today be extremely cool . ,1,1562
The woman hair be a mirror . ,The woman hair be shiny . ,The woman hair be dull . ,0,1575
The woman hair be a mud pie . ,The woman hair be shiny . ,The woman hair be dull . ,1,1575
The diamond be a mirror . ,The diamond be shiny . ,The diamond be dull . ,0,1576
The diamond be a mud pie . ,The diamond be shiny . ,The diamond be dull . ,1,1576
The deer antler have the fuzziness of a moss cover oak tree ,The deer have very fuzzy antler ,The deer antler be not at all fuzzy ,0,1581
The deer antler have the fuzziness of a baby behind ,The deer have very fuzzy antler ,The deer antler be not at all fuzzy ,1,1581
He be as fast as a cheetah ,He be very fast ,He be very slow ,0,1582
He be as fast as a turtle ,He be very fast ,He be very slow ,1,1582
She have the heart of a stone ,She be very unfriendly . ,She be very kind . ,0,1585
She have the heart of gold ,She be very unfriendly . ,She be very kind . ,1,1585
She smell as good as bake cooky ,She smell great ,She smell terrible ,0,1592
She smell as good as a sewer ,She smell great ,She smell terrible ,1,1592
The social medium influencer have as much influence as a presidential figure ,The social medium influencer have wide influence . ,The social medium influencer have no influence at all . ,0,1594
The social medium influencer have as much influence as a fly ,The social medium influencer have wide influence . ,The social medium influencer have no influence at all . ,1,1594
The girl carry weight on her like a Sumo wrestler ,The girl have a ton of weight on her body . ,The girl be very thin . ,0,1595
The girl carry weight on her like a ballerina ,The girl have a ton of weight on her body . ,The girl be very thin . ,1,1595
The orca be the serial killer of the ocean . ,The orca murder other fish . ,The orca protect the ocean . ,0,1602
The orca be the babysitter of the ocean . ,The orca murder other fish . ,The orca protect the ocean . ,1,1602
The world be an old garbage can . ,The world be awful . ,The world be wonderful . ,0,1603
The world be an ice cream sundae . ,The world be awful . ,The world be wonderful . ,1,1603
The theory have the validity of A tall tale from Paul Bunyan ,The theory be not valid ,The theory be very solid and valid ,0,1604
The theory have the validity of Einstein best work ,The theory be not valid ,The theory be very solid and valid ,1,1604
The newspaper article read like a good novel . ,The newspaper article be interest well write and engage to the reader . ,The newspaper article be amateurish sloppily write and simplistic . ,0,1609
The newspaper article read like the work of a middle school journalist . ,The newspaper article be interest well write and engage to the reader . ,The newspaper article be amateurish sloppily write and simplistic . ,1,1609
Her attention span be as long as an infinity pool ,She could pay attention for a long time . ,She could not pay attention . ,0,1614
Her attention span be as long as an Oompa Loompa ,She could pay attention for a long time . ,She could not pay attention . ,1,1614
The politician have the personality of a nursing home . ,The politician be senile . ,The politician be immature . ,0,1616
The politician have the personality of a kindergarten classroom . ,The politician be senile . ,The politician be immature . ,1,1616
Your hair look like a rag mop ,Your hair be a mess and unappealing ,Your hair be beautiful and lustrous ,0,1626
Your hair look like silken thread ,Your hair be a mess and unappealing ,Your hair be beautiful and lustrous ,1,1626
Your perfume smell like Spoiled milk ,The scent of the perfume be horrible ,The scent of the perfume be fragrant ,0,1628
Your perfume smell like A flowery forest . ,The scent of the perfume be horrible ,The scent of the perfume be fragrant ,1,1628
She have the imagination of an artist ,She have a good imagination ,She have no imagination ,0,1629
She have the imagination of a rock ,She have a good imagination ,She have no imagination ,1,1629
The woman be as mad as a raging bull ,The woman be very mad ,The woman be not mad ,0,1640
The woman be as mad as a kitten ,The woman be very mad ,The woman be not mad ,1,1640
Her eye be like two sparkle emerald ,her eye be bright green ,her eye be blue ,0,1644
Her eye be like the wave of the ocean ,her eye be bright green ,her eye be blue ,1,1644
The cooky be tasty as pie ,The cooky taste good ,The cooky taste bad ,0,1646
The cooky be tasty as rotten milk ,The cooky taste good ,The cooky taste bad ,1,1646
The ice cream be as delicious as sawdust . ,The ice cream taste terrible . ,The ice cream taste wonderful . ,0,1649
The ice cream be as delicious as Sunny Delight . ,The ice cream taste terrible . ,The ice cream taste wonderful . ,1,1649
The child be as pretty as the dog poop on my shoe . ,The child be ugly . ,The child be beautiful . ,0,1650
The child be as pretty as the flower that bloom once per year . ,The child be ugly . ,The child be beautiful . ,1,1650
The girl ego be as fragile as an egg yolk ,The girl feeling be easily hurt . ,The girl ego be solid . ,0,1652
The girl ego be as fragile as a rock ,The girl feeling be easily hurt . ,The girl ego be solid . ,1,1652
He be a dice miss a side . ,His be unlucky . ,He be lucky . ,0,1654
He be a full bag of dice . ,His be unlucky . ,He be lucky . ,1,1654
Success in life be like a casino . ,Success in life be mostly base on luck . ,Success in life be mostly base on skill . ,0,1657
Success in life be like poker . ,Success in life be mostly base on luck . ,Success in life be mostly base on skill . ,1,1657
The chili be as hot as El Paso in summer . ,The chili be very hot . ,The chili be not hot at all . ,0,1660
The chili be as hot as a snowball . ,The chili be very hot . ,The chili be not hot at all . ,1,1660
Mr. Edward wife be a goddess ,Mr. Edward wife be a very good gentle and kind hearted person ,Mr. Edward wife be a crazy stupid or an annoy person ,0,1663
Mr. Edward wife be a mad cow ,Mr. Edward wife be a very good gentle and kind hearted person ,Mr. Edward wife be a crazy stupid or an annoy person ,1,1663
Her personality be as interesting as a New York Times headline ,She have an interesting personality . ,She have no personality . ,0,1665
Her personality be as interesting as a grocery list ,She have an interesting personality . ,She have no personality . ,1,1665
The casino have the ambiance of A dirty junkyard ,The casino have a bad atmosphere ,The casino have a good atmosphere ,0,1668
The casino have the ambiance of A palace of gold ,The casino have a bad atmosphere ,The casino have a good atmosphere ,1,1668
She be as envious as a starving racoon ,she be greedy ,she be nice ,0,1670
She be as envious as a a nun ,she be greedy ,she be nice ,1,1670
The bos be as evil as the devil ,the bos be mean ,the bos be nice ,0,1671
The bos be as evil as an angel ,the bos be mean ,the bos be nice ,1,1671
Cleopatra have the beauty of the god Venus and Hathor combine ,Cleopatra be quite beautiful ,Cleopatra be very ugly ,0,1673
Cleopatra have the beauty of the Ugly Duckling after be hit twice with the ugly stick ,Cleopatra be quite beautiful ,Cleopatra be very ugly ,1,1673
Love be as beautiful as a sunset ,Love be beautiful ,Love be ugly ,0,1678
Love be as beautiful as warthog ,Love be beautiful ,Love be ugly ,1,1678
The jacket be as trendy as Tik Tok ,The jacket be trendy ,The jacket be outdated ,0,1679
The jacket be as trendy as MySpace ,The jacket be trendy ,The jacket be outdated ,1,1679
Calculus be as rewarding as eat dog food ,calculus be not pleasant ,calculus be fascinate ,0,1684
Calculus be as rewarding as discover a habitated planet ,calculus be not pleasant ,calculus be fascinate ,1,1684
Love be find a needle in a hay stack ,Finding love be hard but worth it ,find love be hard and painful ,0,1685
Love be a piece of hay in a stack of needle ,Finding love be hard but worth it ,find love be hard and painful ,1,1685
he have the emotional capacity of a kitty pool ,He be not emotionally open ,he be very open emotionally ,0,1686
he have the emotional capacity of a great lake ,He be not emotionally open ,he be very open emotionally ,1,1686
That corporation have the integrity of a politician . ,The corporation do not have integrity . ,The corporation have a lot of integrity . ,0,1689
That corporation have the integrity of a monk . ,The corporation do not have integrity . ,The corporation have a lot of integrity . ,1,1689
He be as magical as a fresh winter snow . ,He be very intriguing . ,He be very boring . ,0,1692
He be as magical as a dull stone . ,He be very intriguing . ,He be very boring . ,1,1692
Falling in love be jump off a building with no safety net ,Falling in love be scary . ,Falling in love be safe . ,0,1694
Falling in love be be wrap up in warm blanket ,Falling in love be scary . ,Falling in love be safe . ,1,1694
Magic be rid a unicorn through a lush forest ,Magic be wonderful . ,Magic be awful . ,0,1695
Magic be step in dog poop ,Magic be wonderful . ,Magic be awful . ,1,1695
The girl be as thin as a feather ,The girl be so thin she be wispy . ,The girl be very fat . ,0,1700
The girl be as thin as a blow up balloon ,The girl be so thin she be wispy . ,The girl be very fat . ,1,1700
His eye be make of steel . ,His eye be hard and obscure his personality . ,His eye convey a fragile personality and show his personality . ,0,1704
His eye be make of glass . ,His eye be hard and obscure his personality . ,His eye convey a fragile personality and show his personality . ,1,1704
This house be as big as Abraham Lincoln log cabin ,The house be small . ,The house be big . ,0,1706
This house be as big as the Taj Mahal ,The house be small . ,The house be big . ,1,1706
It as real as a reverse minotaur ,It do not exist ,It very real ,0,1714
It as real as the star in the sky ,It do not exist ,It very real ,1,1714
He can run like a winning racehorse . ,He can run really well . ,He can not run really well . ,0,1716
He can run like a die nag . ,He can run really well . ,He can not run really well . ,1,1716
The teenager have the depth of a kiddie pool . ,The teenager be superficial . ,The teenager be profound . ,0,1726
The teenager have the depth of the Grand Canyon . ,The teenager be superficial . ,The teenager be profound . ,1,1726
The champagne have the effervescence of lukewarm coffee . ,The champagne be flat . ,The champagne be bubbly . ,0,1728
The champagne have the effervescence of an antacid tablet . ,The champagne be flat . ,The champagne be bubbly . ,1,1728
The villain be as powerful as a god ,The villain be powerful ,The villain be nearly powerless ,0,1732
The villain be as powerful as an insect ,The villain be powerful ,The villain be nearly powerless ,1,1732
The design be hold by others to be as bullet proof as a fortress ,The design be sound ,The design be weak and ill define ,0,1748
The design be hold by others to be like an argument between ghost ,The design be sound ,The design be weak and ill define ,1,1748
The war last as long as Napoleon height ,The war be very short . ,The war be long . ,0,1753
The war last as long as Shaquille O'Neal height ,The war be very short . ,The war be long . ,1,1753
The argument have the strength of a derelict fortress . ,The argument be weak . ,The argument be strong . ,0,1755
The argument have the strength of a weapon of war . ,The argument be weak . ,The argument be strong . ,1,1755
The girl have enough friend to fill the depth of a shoebox ,The girl have almost no friend . ,The girl be very popular . ,0,1758
The girl have enough friend to fill the depth of the Atlantic Ocean ,The girl have almost no friend . ,The girl be very popular . ,1,1758
The performance be as exciting as a hurricane . ,The performance be good . ,The performance be bad . ,0,1763
The performance be as exciting as a damp sidewalk . ,The performance be good . ,The performance be bad . ,1,1763
John brain be A computer ,John be good at calculation ,John process thing very slowly ,0,1768
John brain be A snail ,John be good at calculation ,John process thing very slowly ,1,1768
This mechanicalturk task be a sound from a lighthouse ,This mechanicalturk task be well explain ,This mechanicalturk task be vague ,0,1770
This mechanicalturk task be a pollution storm ,This mechanicalturk task be well explain ,This mechanicalturk task be vague ,1,1770
Your mom could convince a cat to veganism ,Your mom be a great cook . ,Your mom be an awful cook . ,0,1771
Your mom could compete with weight watcher ,Your mom be a great cook . ,Your mom be an awful cook . ,1,1771
The farmer plant the crop with the care of A drunken sailor ,The farmer be sloppy ,The farmer be precise ,0,1775
The farmer plant the crop with the care of An experienced surgeon ,The farmer be sloppy ,The farmer be precise ,1,1775
The brain be a computer ,The brain be intelligent beautiful complex and profound ,The brain be simple basic not capable of rational thought . ,0,1779
The brain be jelly ,The brain be intelligent beautiful complex and profound ,The brain be simple basic not capable of rational thought . ,1,1779
The ocean wave force their way unto the beach shore and reach out to me with an invitation to partake in their dance and mystery ,The ocean wave be soothe and heal ,The ocean wave be dangerous and can kill you ,0,1781
The ocean wave force their way unto the beach shore and lash at me with loud crash sound and intimidate rush of foamy water ,The ocean wave be soothe and heal ,The ocean wave be dangerous and can kill you ,1,1781
The wind approach me and speak to me through the rustling of the tree leave and whisper in my ear through the whistling of the branch ,The wind be gentle assure and relax ,The wind be intense threaten and destructive ,0,1782
The wind approach me and raise it be voice at me with sudden burst of speed that strip the leaf from the tree and yell at me through the crackling and breaking for the branch ,The wind be gentle assure and relax ,The wind be intense threaten and destructive ,1,1782
The sun open it be door in the morning and with it be long arm brighten my surroundings with slowly intensify light show the color and the shape of life while warm my skin and be ,The sun light reveals color and shape and be warm ,The sun light blind our eye and be hot and destructive ,0,1783
The sun open it be door in the morning and with it be long arm blind me with it be intensity and burnt my sweaty skin ,The sun light reveals color and shape and be warm ,The sun light blind our eye and be hot and destructive ,1,1783
I have the musical ability of a chipmunk ,My music sound scratchy and random ,My music be soothe and melodious ,0,1784
I have the musical ability of a songbird ,My music sound scratchy and random ,My music be soothe and melodious ,1,1784
A computer can be one Best friend ,Computers can be a great asset ,Computers can be a great detriment ,0,1788
A computer can be one Bitter enemy ,Computers can be a great asset ,Computers can be a great detriment ,1,1788
The beach be as hot as a desert ,The beach be very warm . ,The beach be very cold . ,0,1790
The beach be as hot as a iceberg ,The beach be very warm . ,The beach be very cold . ,1,1790
The ship go down as fast as a rock ,The ship go down fast . ,The ship go down very slowly . ,0,1792
The ship go down as fast as a floating feather ,The ship go down fast . ,The ship go down very slowly . ,1,1792
She have the grace of a deer prance into the forest ,She be graceful ,She be not graceful ,0,1793
